TIMESTAMP,LOAD,TEMP
422009 18:00,108.2,63
422009 19:00,114.8,63
422009 20:00,124,63
422009 21:00,128.7,63
422009 22:00,120.2,63
422009 23:00,107.7,63
432009 0:00,94.2,63
432009 1:00,84.5,63
432009 2:00,80,63
432009 3:00,78.1,63
432009 4:00,76.9,64
432009 5:00,79.1,64
432009 6:00,88.1,64
432009 7:00,108.4,64
432009 8:00,111.2,64
432009 9:00,105.5,64
432009 10:00,103.3,65
432009 11:00,102.7,65
432009 12:00,102.1,68
432009 13:00,101.2,70
432009 14:00,100.1,71
432009 15:00,99.9,71
432009 16:00,100,71
432009 17:00,102.5,71
432009 18:00,104.3,71
432009 19:00,105.1,71
432009 20:00,107.1,66
432009 21:00,117.3,63
432009 22:00,113.2,60
432009 23:00,104.6,57
442009 0:00,93.9,55
442009 1:00,84.6,53
442009 2:00,80.2,51
442009 3:00,78.7,48
442009 4:00,78.9,46
442009 5:00,81.7,44
442009 6:00,88.3,41
442009 7:00,97.9,39
442009 8:00,109.4,43
442009 9:00,117.8,50
442009 10:00,118,57
442009 11:00,114.7,62
442009 12:00,109.8,64
442009 13:00,105.1,68
442009 14:00,101.3,70
442009 15:00,99.3,72
442009 16:00,98.8,73
442009 17:00,99.9,74
442009 18:00,101.4,75
442009 19:00,101.9,71
442009 20:00,106.7,64
442009 21:00,117.7,61
442009 22:00,113.8,58
442009 23:00,106,58
452009 0:00,97,55
452009 1:00,87.9,51
452009 2:00,83.7,47
452009 3:00,82.3,47
452009 4:00,84.2,46
452009 5:00,87.6,44
452009 6:00,93.5,43
452009 7:00,103.4,43
452009 8:00,118.1,48
452009 9:00,126.7,55
452009 10:00,123.8,62
452009 11:00,113,72
452009 12:00,103.8,77
452009 13:00,102.7,79
452009 14:00,102.2,79
452009 15:00,101.9,80
452009 16:00,102.8,80
452009 17:00,104.9,77
452009 18:00,106.7,76
452009 19:00,107.7,73
452009 20:00,113,70
452009 21:00,126.8,67
452009 22:00,119.9,66
452009 23:00,106.2,64
462009 0:00,91.6,64
462009 1:00,80.5,63
462009 2:00,75.9,63
462009 3:00,73.5,64
462009 4:00,73.5,64
462009 5:00,75.8,65
462009 6:00,84.6,65
462009 7:00,103.9,66
462009 8:00,108.9,66
462009 9:00,103.3,68
462009 10:00,103.8,68
462009 11:00,100.7,70
462009 12:00,99.7,74
462009 13:00,98.3,73
462009 14:00,101,73
462009 15:00,100.1,72
462009 16:00,100.9,66
462009 17:00,104.8,64
462009 18:00,108.9,60
462009 19:00,112.6,59
462009 20:00,119.2,57
462009 21:00,128,54
462009 22:00,120.5,52
462009 23:00,108.6,50
472009 0:00,97.3,47
472009 1:00,90,46
472009 2:00,86.5,44
472009 3:00,87,42
472009 4:00,90.1,41
472009 5:00,97.3,42
472009 6:00,114.3,42
472009 7:00,144.6,43
472009 8:00,148.6,44
472009 9:00,137.3,46
472009 10:00,130.4,48
472009 11:00,125.2,48
472009 12:00,122.2,50
472009 13:00,121.2,49
472009 14:00,121.5,51
472009 15:00,122,53
472009 16:00,123.8,50
472009 17:00,131.3,51
472009 18:00,141.6,49
472009 19:00,152.2,49
472009 20:00,166,47
472009 21:00,177.7,45
472009 22:00,172.1,43
472009 23:00,160.2,43
482009 0:00,146.9,40
482009 1:00,139.4,37
482009 2:00,138.4,34
482009 3:00,139,34
482009 4:00,142.3,33
482009 5:00,150.1,33
482009 6:00,166.1,33
482009 7:00,191.1,33
482009 8:00,188.2,35
482009 9:00,165.4,42
482009 10:00,150.5,49
482009 11:00,138.5,51
482009 12:00,128.5,53
482009 13:00,120.7,55
482009 14:00,114.4,58
482009 15:00,108.8,60
482009 16:00,107.3,60
482009 17:00,110.8,61
482009 18:00,116.4,61
482009 19:00,123.3,61
482009 20:00,133.9,57
482009 21:00,152.6,55
482009 22:00,151.7,54
482009 23:00,143.9,55
492009 0:00,130.8,55
492009 1:00,122,53
492009 2:00,118.1,50
492009 3:00,115.9,48
492009 4:00,115.3,46
492009 5:00,117.3,47
492009 6:00,128.6,47
492009 7:00,150.8,46
492009 8:00,152,46
492009 9:00,137.4,54
492009 10:00,125.9,59
492009 11:00,115.7,63
492009 12:00,109.2,64
492009 13:00,103.4,67
492009 14:00,100.1,69
492009 15:00,98,69
492009 16:00,97.8,69
492009 17:00,100.1,70
492009 18:00,103.1,70
492009 19:00,105.1,71
492009 20:00,111.1,62
492009 21:00,126.6,58
492009 22:00,124.3,56
492009 23:00,115.7,60
4102009 0:00,105.4,60
4102009 1:00,97.7,60
4102009 2:00,95.3,60
4102009 3:00,95.2,56
4102009 4:00,96.4,58
4102009 5:00,100.2,58
4102009 6:00,108.5,58
4102009 7:00,120.7,58
4102009 8:00,127.9,59
4102009 9:00,125.7,62
4102009 10:00,121.6,67
4102009 11:00,115.6,70
4102009 12:00,109.7,71
4102009 13:00,106,71
4102009 14:00,102.5,71
4102009 15:00,104.1,68
4102009 16:00,105.7,67
4102009 17:00,107,67
4102009 18:00,109.4,67
4102009 19:00,109.9,65
4102009 20:00,112.5,65
4102009 21:00,121.4,71
4102009 22:00,116.5,64
4102009 23:00,108.2,59
4112009 0:00,96.2,58
4112009 1:00,85.8,58
4112009 2:00,79.3,58
4112009 3:00,73.8,59
4112009 4:00,64.4,59
4112009 5:00,64.9,59
4112009 6:00,67.4,59
4112009 7:00,71.3,57
4112009 8:00,78.8,58
4112009 9:00,91,61
4112009 10:00,110,64
4112009 11:00,115.5,68
4112009 12:00,113.7,69
4112009 13:00,110.6,70
4112009 14:00,107.7,71
4112009 15:00,105,70
4112009 16:00,104.4,73
4112009 17:00,106.1,70
4112009 18:00,109.7,69
4112009 19:00,112.8,67
4112009 20:00,119.1,62
4112009 21:00,128.4,58
4112009 22:00,125.1,58
4112009 23:00,117.9,57
4122009 0:00,108.1,54
4122009 1:00,100.1,48
4122009 2:00,96.3,45
4122009 3:00,96.6,43
4122009 4:00,98.1,40
4122009 5:00,102.6,39
4122009 6:00,111.7,37
4122009 7:00,122,37
4122009 8:00,139.1,43
4122009 9:00,151.5,49
4122009 10:00,150.4,54
4122009 11:00,135.3,57
4122009 12:00,118.6,58
4122009 13:00,113,61
4122009 14:00,109.2,62
4122009 15:00,104.9,64
4122009 16:00,101.2,65
4122009 17:00,99.4,66
4122009 18:00,98.2,66
4122009 19:00,99.4,65
4122009 20:00,107.3,57
4122009 21:00,126.9,50
4122009 22:00,127.5,47
4122009 23:00,122.9,46
4132009 0:00,115.1,45
4132009 1:00,110.3,46
4132009 2:00,109.9,47
4132009 3:00,111.3,46
4132009 4:00,113.8,49
4132009 5:00,118.9,49
4132009 6:00,129.7,48
4132009 7:00,142.6,48
4132009 8:00,150.6,49
4132009 9:00,149.7,52
4132009 10:00,144.4,55
4132009 11:00,136.2,58
4132009 12:00,127.8,59
4132009 13:00,120.2,60
4132009 14:00,117.2,60
4132009 15:00,113.9,61
4132009 16:00,113.2,61
4132009 17:00,116.5,59
4132009 18:00,122.8,56
4132009 19:00,130.2,56
4132009 20:00,139.1,56
4132009 21:00,144.5,57
4132009 22:00,135.2,64
4132009 23:00,122.1,64
4142009 0:00,107.9,64
4142009 1:00,97.8,64
4142009 2:00,92.9,62
4142009 3:00,89.3,63
4142009 4:00,88.6,63
4142009 5:00,89.9,63
4142009 6:00,96.8,63
4142009 7:00,106.3,63
4142009 8:00,111.6,63
4142009 9:00,113.1,64
4142009 10:00,113.8,67
4142009 11:00,113,63
4142009 12:00,111.4,65
4142009 13:00,107.8,69
4142009 14:00,105.7,68
4142009 15:00,104.1,62
4142009 16:00,103,66
4142009 17:00,105.6,67
4142009 18:00,109.3,67
4142009 19:00,113,66
4142009 20:00,116,64
4142009 21:00,122.9,64
4142009 22:00,116.6,64
4142009 23:00,106.3,61
4152009 0:00,93.5,61
4152009 1:00,84.1,59
4152009 2:00,80.1,58
4152009 3:00,78.4,58
4152009 4:00,78.9,56
4152009 5:00,82.1,56
4152009 6:00,91.3,55
4152009 7:00,104.6,54
4152009 8:00,113.5,56
4152009 9:00,118,60
4152009 10:00,121.1,62
4152009 11:00,120.4,64
4152009 12:00,117.2,64
4152009 13:00,112.9,67
4152009 14:00,108.6,66
4152009 15:00,106.9,68
4152009 16:00,107.9,68
4152009 17:00,113.1,67
4152009 18:00,121.5,67
4152009 19:00,129.5,65
4152009 20:00,136.9,62
4152009 21:00,147.7,60
4152009 22:00,143.2,59
4152009 23:00,134.9,57
4162009 0:00,124.7,56
4162009 1:00,117.5,54
4162009 2:00,115.7,52
4162009 3:00,116.3,52
4162009 4:00,118.5,49
4162009 5:00,124.3,47
4162009 6:00,136.1,45
4162009 7:00,151.2,44
4162009 8:00,158,46
4162009 9:00,152.7,50
4162009 10:00,146.9,53
4162009 11:00,138.6,56
4162009 12:00,129.8,59
4162009 13:00,120.4,62
4162009 14:00,115.4,64
4162009 15:00,110.3,65
4162009 16:00,108.1,67
4162009 17:00,108.5,67
4162009 18:00,110.8,67
4162009 19:00,116.5,65
4162009 20:00,127.1,59
4162009 21:00,147.5,50
4162009 22:00,148.4,47
4162009 23:00,142.5,44
4172009 0:00,132.6,42
4172009 1:00,128.2,42
4172009 2:00,128.7,41
4172009 3:00,131.7,40
4172009 4:00,137.1,37
4172009 5:00,144.5,36
4172009 6:00,158.2,36
4172009 7:00,173.3,33
4172009 8:00,173.6,38
4172009 9:00,155.7,47
4172009 10:00,139.4,54
4172009 11:00,125.4,60
4172009 12:00,115.9,64
4172009 13:00,108.5,66
4172009 14:00,104.2,68
4172009 15:00,102,70
4172009 16:00,100.8,71
4172009 17:00,101.7,71
4172009 18:00,103.7,71
4172009 19:00,105.6,71
4172009 20:00,107.9,63
4172009 21:00,122.6,55
4172009 22:00,120.5,54
4172009 23:00,113.5,55
4182009 0:00,103.7,53
4182009 1:00,95.1,50
4182009 2:00,91.9,47
4182009 3:00,90.8,42
4182009 4:00,92.4,40
4182009 5:00,96.6,40
4182009 6:00,104.1,38
4182009 7:00,113.1,37
4182009 8:00,122.1,44
4182009 9:00,123.9,55
4182009 10:00,119.1,62
4182009 11:00,113.1,67
4182009 12:00,109.3,71
4182009 13:00,107.1,74
4182009 14:00,106.3,76
4182009 15:00,106.4,77
4182009 16:00,108,78
4182009 17:00,110.9,78
4182009 18:00,113.7,77
4182009 19:00,113.4,74
4182009 20:00,113.4,69
4182009 21:00,123.2,64
4182009 22:00,118,62
4182009 23:00,108,60
4192009 0:00,95.4,61
4192009 1:00,85,59
4192009 2:00,78.8,53
4192009 3:00,75.8,55
4192009 4:00,74.6,55
4192009 5:00,75.9,54
4192009 6:00,80,53
4192009 7:00,84.4,56
4192009 8:00,96.7,57
4192009 9:00,109.5,60
4192009 10:00,113.3,66
4192009 11:00,109.3,69
4192009 12:00,104.8,69
4192009 13:00,104.2,70
4192009 14:00,104.2,69
4192009 15:00,102.5,69
4192009 16:00,101.3,69
4192009 17:00,101.4,70
4192009 18:00,103.4,69
4192009 19:00,105.6,68
4192009 20:00,111.5,65
4192009 21:00,121.9,65
4192009 22:00,114.4,64
4192009 23:00,102.2,65
4202009 0:00,88.4,64
4202009 1:00,78.9,63
4202009 2:00,74.9,63
4202009 3:00,73,62
4202009 4:00,72.9,61
4202009 5:00,75.6,62
4202009 6:00,85.6,59
4202009 7:00,104.5,61
4202009 8:00,107.9,62
4202009 9:00,104.9,65
4202009 10:00,105.6,67
4202009 11:00,105.7,71
4202009 12:00,105.5,71
4202009 13:00,104.2,75
4202009 14:00,103.6,77
4202009 15:00,104.3,78
4202009 16:00,105.8,79
4202009 17:00,109.2,77
4202009 18:00,112.1,76
4202009 19:00,116.7,74
4202009 20:00,117.5,70
4202009 21:00,129.6,66
4202009 22:00,122,65
4202009 23:00,108.6,63
4212009 0:00,93.6,60
4212009 1:00,83.1,56
4212009 2:00,78.2,52
4212009 3:00,74.5,52
4212009 4:00,73.2,50
4212009 5:00,75.2,48
4212009 6:00,84.5,48
4212009 7:00,103.1,46
4212009 8:00,107.9,51
4212009 9:00,103.3,57
4212009 10:00,102.1,63
4212009 11:00,103.2,66
4212009 12:00,105,69
4212009 13:00,105.5,71
4212009 14:00,107.4,69
4212009 15:00,107.5,70
4212009 16:00,108.4,72
4212009 17:00,111.7,72
4212009 18:00,113.2,72
4212009 19:00,114.6,70
4212009 20:00,116.1,67
4212009 21:00,126.5,61
4212009 22:00,120,55
4212009 23:00,105.6,54
4222009 0:00,90.5,58
4222009 1:00,80.5,56
4222009 2:00,76.6,57
4222009 3:00,74.3,54
4222009 4:00,74.5,52
4222009 5:00,77.4,54
4222009 6:00,88,51
4222009 7:00,107.5,48
4222009 8:00,109,50
4222009 9:00,108.8,55
4222009 10:00,106.4,58
4222009 11:00,105.4,60
4222009 12:00,103.8,61
4222009 13:00,101.7,62
4222009 14:00,100.9,64
4222009 15:00,101.3,66
4222009 16:00,102.2,67
4222009 17:00,105,67
4222009 18:00,109.4,68
4222009 19:00,112.6,67
4222009 20:00,117.9,61
4222009 21:00,135.2,52
4222009 22:00,134.2,48
4222009 23:00,123.5,45
4232009 0:00,110.4,43
4232009 1:00,102.6,42
4232009 2:00,99.8,41
4232009 3:00,99.1,42
4232009 4:00,100.7,38
4232009 5:00,105.1,39
4232009 6:00,119.5,38
4232009 7:00,141.3,42
4232009 8:00,136.2,50
4232009 9:00,119.8,58
4232009 10:00,110.5,66
4232009 11:00,105.5,71
4232009 12:00,102.7,74
4232009 13:00,100.3,76
4232009 14:00,99,77
4232009 15:00,99.1,79
4232009 16:00,100.8,80
4232009 17:00,103.1,80
4232009 18:00,106.4,79
4232009 19:00,108.9,76
4232009 20:00,110.5,65
4232009 21:00,125,62
4232009 22:00,120.8,60
4232009 23:00,108.5,56
4242009 0:00,93.5,54
4242009 1:00,83.5,53
4242009 2:00,79.8,51
4242009 3:00,79.6,51
4242009 4:00,81.4,51
4242009 5:00,87,49
4242009 6:00,100.8,49
4242009 7:00,123.3,49
4242009 8:00,123.3,55
4242009 9:00,111,61
4242009 10:00,105.1,68
4242009 11:00,103.3,74
4242009 12:00,103.3,80
4242009 13:00,105.8,83
4242009 14:00,108.2,87
4242009 15:00,111.7,89
4242009 16:00,116.6,90
4242009 17:00,123.3,90
4242009 18:00,126.1,89
4242009 19:00,127.5,84
4242009 20:00,124.5,79
4242009 21:00,134.3,74
4242009 22:00,131,74
4242009 23:00,119.5,75
4252009 0:00,105.7,73
4252009 1:00,93.4,68
4252009 2:00,86.5,65
4252009 3:00,81.9,67
4252009 4:00,79.4,66
4252009 5:00,79.1,62
4252009 6:00,81.8,59
4252009 7:00,84,59
4252009 8:00,94.7,65
4252009 9:00,108.3,71
4252009 10:00,118.1,76
4252009 11:00,126.8,80
4252009 12:00,133.5,83
4252009 13:00,140,85
4252009 14:00,147,87
4252009 15:00,154.2,88
4252009 16:00,159.2,89
4252009 17:00,165.2,89
4252009 18:00,166.6,88
4252009 19:00,162.2,85
4252009 20:00,155.4,80
4252009 21:00,160.5,78
4252009 22:00,153.5,76
4252009 23:00,138.2,75
4262009 0:00,121.2,73
4262009 1:00,104.7,70
4262009 2:00,94.6,68
4262009 3:00,88,67
4262009 4:00,83.7,65
4262009 5:00,81.1,63
4262009 6:00,81.7,59
4262009 7:00,81.7,57
4262009 8:00,94.3,63
4262009 9:00,113.6,67
4262009 10:00,129.6,72
4262009 11:00,137.3,76
4262009 12:00,143.5,79
4262009 13:00,153.5,81
4262009 14:00,162.8,83
4262009 15:00,170.4,85
4262009 16:00,176.1,86
4262009 17:00,180.4,86
4262009 18:00,181.3,85
4262009 19:00,177.2,82
4262009 20:00,166.4,76
4262009 21:00,167.3,74
4262009 22:00,155,71
4262009 23:00,133.3,70
4272009 0:00,112.7,70
4272009 1:00,96.8,68
4272009 2:00,88.9,66
4272009 3:00,83.2,64
4272009 4:00,80.7,63
4272009 5:00,81.3,57
4272009 6:00,87.7,55
4272009 7:00,100.4,54
4272009 8:00,107.7,61
4272009 9:00,110,66
4272009 10:00,116.9,71
4272009 11:00,126.3,75
4272009 12:00,137.2,79
4272009 13:00,148.2,81
4272009 14:00,159,84
4272009 15:00,167.8,85
4272009 16:00,175.2,85
4272009 17:00,181.7,83
4272009 18:00,184.2,83
4272009 19:00,181.5,81
4272009 20:00,170,76
4272009 21:00,171.2,71
4272009 22:00,157.2,69
4272009 23:00,133,67
4282009 0:00,110.8,64
4282009 1:00,94.6,62
4282009 2:00,86.7,61
4282009 3:00,81.7,58
4282009 4:00,79.5,53
4282009 5:00,80,49
4282009 6:00,87.6,47
4282009 7:00,102.3,48
4282009 8:00,108.6,55
4282009 9:00,107.4,62
4282009 10:00,111.8,70
4282009 11:00,118,72
4282009 12:00,125.3,75
4282009 13:00,131.9,76
4282009 14:00,141.1,78
4282009 15:00,149.4,80
4282009 16:00,157.5,82
4282009 17:00,165.3,82
4282009 18:00,167.7,81
4282009 19:00,164.2,79
4282009 20:00,154.6,74
4282009 21:00,158.5,66
4282009 22:00,147.2,63
4282009 23:00,127.1,60
4292009 0:00,103.9,58
4292009 1:00,91.9,59
4292009 2:00,85.6,62
4292009 3:00,80.8,62
4292009 4:00,80.6,61
4292009 5:00,79.6,62
4292009 6:00,87.5,60
4292009 7:00,101.8,61
4292009 8:00,108.4,61
4292009 9:00,107.1,67
4292009 10:00,110.7,71
4292009 11:00,116.3,73
4292009 12:00,123.7,75
4292009 13:00,130.6,77
4292009 14:00,136.2,78
4292009 15:00,139.3,81
4292009 16:00,139.5,80
4292009 17:00,138.1,82
4292009 18:00,133.5,82
4292009 19:00,127.7,79
4292009 20:00,122.7,75
4292009 21:00,130.6,72
4292009 22:00,122,71
4292009 23:00,107.4,69
4302009 0:00,92.8,68
4302009 1:00,82.7,61
4302009 2:00,78.3,62
4302009 3:00,75.7,62
4302009 4:00,75.2,60
4302009 5:00,77.2,58
4302009 6:00,86.6,55
4302009 7:00,103.7,55
4302009 8:00,108.4,57
4302009 9:00,103.7,58
4302009 10:00,103.1,61
4302009 11:00,103.1,64
4302009 12:00,102.3,70
4302009 13:00,101.4,73
4302009 14:00,102.8,77
4302009 15:00,105.9,78
4302009 16:00,110.8,80
4302009 17:00,117.4,79
4302009 18:00,120.3,77
4302009 19:00,121.2,76
4302009 20:00,120.8,73
4302009 21:00,132.7,71
4302009 22:00,128.5,71
4302009 23:00,113.7,70
512009 0:00,98.2,69
512009 1:00,86.8,68
512009 2:00,81.5,67
512009 3:00,78.6,67
512009 4:00,77.8,66
512009 5:00,79.4,65
512009 6:00,87.9,66
512009 7:00,103,66
512009 8:00,109.4,67
512009 9:00,108.3,70
512009 10:00,109.8,73
512009 11:00,112.8,76
512009 12:00,116.9,79
512009 13:00,120.9,78
512009 14:00,126,76
512009 15:00,132.4,78
512009 16:00,138.8,81
512009 17:00,141.5,81
512009 18:00,141.9,81
512009 19:00,139.2,79
512009 20:00,133,77
512009 21:00,139.2,74
512009 22:00,135.5,72
512009 23:00,123.8,73
522009 0:00,110.3,72
522009 1:00,97,71
522009 2:00,89.5,69
522009 3:00,84.8,69
522009 4:00,82.4,68
522009 5:00,82,69
522009 6:00,84.5,67
522009 7:00,86.4,66
522009 8:00,97.2,67
522009 9:00,110.6,68
522009 10:00,122.2,70
522009 11:00,130.4,73
522009 12:00,134.4,76
522009 13:00,137.8,77
522009 14:00,143,79
522009 15:00,148.8,83
522009 16:00,153.8,81
522009 17:00,158.3,82
522009 18:00,158.1,80
522009 19:00,151.6,78
522009 20:00,144.5,67
522009 21:00,149.1,68
522009 22:00,143.5,66
522009 23:00,130.5,64
532009 0:00,116.3,66
532009 1:00,102.1,66
532009 2:00,94,64
532009 3:00,88.7,64
532009 4:00,85.7,65
532009 5:00,83.7,64
532009 6:00,84.3,65
532009 7:00,85.1,65
532009 8:00,97.8,69
532009 9:00,119.2,71
532009 10:00,136.9,72
532009 11:00,147.8,73
532009 12:00,153.9,76
532009 13:00,160.7,76
532009 14:00,164.3,79
532009 15:00,167.1,80
532009 16:00,170.9,81
532009 17:00,170.9,81
532009 18:00,168,81
532009 19:00,160.5,80
532009 20:00,153.7,76
532009 21:00,159.1,73
532009 22:00,153.8,72
532009 23:00,134.8,71
542009 0:00,117.1,72
542009 1:00,102.9,73
542009 2:00,95.7,72
542009 3:00,90.7,71
542009 4:00,88.9,72
542009 5:00,89.9,71
542009 6:00,97.7,71
542009 7:00,111.7,70
542009 8:00,120.5,71
542009 9:00,122.5,74
542009 10:00,130.2,77
542009 11:00,137,75
542009 12:00,146.2,74
542009 13:00,153.9,75
542009 14:00,159.6,75
542009 15:00,161.2,72
542009 16:00,161,72
542009 17:00,161.4,74
542009 18:00,159.1,73
542009 19:00,155.5,70
542009 20:00,151.7,69
542009 21:00,156.6,68
542009 22:00,147,68
542009 23:00,130.2,66
552009 0:00,111.4,65
552009 1:00,97.4,64
552009 2:00,89.8,63
552009 3:00,84.4,63
552009 4:00,81.6,61
552009 5:00,82.1,61
552009 6:00,89.2,64
552009 7:00,103.9,63
552009 8:00,110.7,64
552009 9:00,109.6,64
552009 10:00,111.3,66
552009 11:00,112.7,67
552009 12:00,112.2,69
552009 13:00,112.4,72
552009 14:00,111.1,76
552009 15:00,110.7,78
552009 16:00,111.1,80
552009 17:00,114.9,79
552009 18:00,118.6,76
552009 19:00,122.6,74
552009 20:00,124.4,72
552009 21:00,131.5,70
552009 22:00,127.7,69
552009 23:00,115.4,69
562009 0:00,101.1,68
562009 1:00,90.9,67
562009 2:00,86.1,64
562009 3:00,82.6,65
562009 4:00,82,66
562009 5:00,83.1,66
562009 6:00,90.9,66
562009 7:00,107.1,66
562009 8:00,113.3,67
562009 9:00,112,69
562009 10:00,115.3,72
562009 11:00,120.2,72
562009 12:00,125.3,76
562009 13:00,132.2,78
562009 14:00,140.3,76
562009 15:00,147.2,79
562009 16:00,153.2,82
562009 17:00,153.9,83
562009 18:00,151.4,82
562009 19:00,151.4,79
562009 20:00,145.5,77
562009 21:00,152,75
562009 22:00,145.6,76
562009 23:00,131.7,75
572009 0:00,113.4,74
572009 1:00,100,72
572009 2:00,93.7,71
572009 3:00,89.9,70
572009 4:00,88.4,69
572009 5:00,89.3,69
572009 6:00,97,68
572009 7:00,112.3,68
572009 8:00,119.7,69
572009 9:00,115.7,71
572009 10:00,115.8,73
572009 11:00,117.3,76
572009 12:00,120.6,79
572009 13:00,127.3,80
572009 14:00,135.9,82
572009 15:00,143.7,82
572009 16:00,150.9,83
572009 17:00,158.8,83
572009 18:00,162.5,82
572009 19:00,161.9,80
572009 20:00,155.4,77
572009 21:00,159.9,74
572009 22:00,151.2,74
572009 23:00,132,70
582009 0:00,112.4,69
582009 1:00,98.4,71
582009 2:00,91,67
582009 3:00,86.2,66
582009 4:00,83.5,64
582009 5:00,83.4,64
582009 6:00,89.5,66
582009 7:00,104.2,68
582009 8:00,113.2,68
582009 9:00,116.1,71
582009 10:00,122.7,74
582009 11:00,131.5,78
582009 12:00,140.7,78
582009 13:00,149.1,78
582009 14:00,156.2,78
582009 15:00,161.7,76
582009 16:00,164.4,80
582009 17:00,164.8,81
582009 18:00,164.6,81
582009 19:00,160.7,79
582009 20:00,152.6,76
582009 21:00,157.7,74
582009 22:00,154.4,74
582009 23:00,141.2,73
592009 0:00,124.9,72
592009 1:00,111.9,73
592009 2:00,103.8,73
592009 3:00,98.5,72
592009 4:00,95.8,72
592009 5:00,94.9,70
592009 6:00,96.6,70
592009 7:00,98.5,71
592009 8:00,114.9,73
592009 9:00,134.6,76
592009 10:00,151.1,80
592009 11:00,163.8,83
592009 12:00,175.5,85
592009 13:00,185.4,86
592009 14:00,192.7,87
592009 15:00,199.5,87
592009 16:00,205.2,88
592009 17:00,208.6,87
592009 18:00,207.8,86
592009 19:00,198.5,84
592009 20:00,183.6,81
592009 21:00,179.1,79
592009 22:00,170.8,77
592009 23:00,153.9,74
5102009 0:00,135.4,72
5102009 1:00,118.5,71
5102009 2:00,106.1,69
5102009 3:00,97.8,69
5102009 4:00,93,67
5102009 5:00,89.3,64
5102009 6:00,88.3,64
5102009 7:00,87.6,63
5102009 8:00,103.5,68
5102009 9:00,123,68
5102009 10:00,136.1,71
5102009 11:00,138.6,71
5102009 12:00,135.6,70
5102009 13:00,137.8,72
5102009 14:00,140.9,75
5102009 15:00,146.2,76
5102009 16:00,151.7,78
5102009 17:00,155.1,79
5102009 18:00,155,79
5102009 19:00,150.3,79
5102009 20:00,140.4,73
5102009 21:00,141.7,67
5102009 22:00,137.4,68
5102009 23:00,120,69
5112009 0:00,101.8,69
5112009 1:00,88.6,66
5112009 2:00,82.8,66
5112009 3:00,79.8,67
5112009 4:00,79.1,66
5112009 5:00,80.2,65
5112009 6:00,88.3,65
5112009 7:00,102.4,62
5112009 8:00,106.7,57
5112009 9:00,103.9,59
5112009 10:00,104.6,60
5112009 11:00,105.6,59
5112009 12:00,105.8,58
5112009 13:00,104.9,58
5112009 14:00,104.7,59
5112009 15:00,104.6,60
5112009 16:00,105.7,60
5112009 17:00,111,60
5112009 18:00,118.3,59
5112009 19:00,123.8,58
5112009 20:00,126.1,57
5112009 21:00,132,55
5112009 22:00,127.3,53
5112009 23:00,114,52
5122009 0:00,100.6,52
5122009 1:00,91.5,52
5122009 2:00,87.7,50
5122009 3:00,86.1,46
5122009 4:00,86.6,47
5122009 5:00,90.3,46
5122009 6:00,103.4,46
5122009 7:00,123.9,46
5122009 8:00,123.9,49
5122009 9:00,112.2,53
5122009 10:00,107.3,58
5122009 11:00,105.3,65
5122009 12:00,105,69
5122009 13:00,105.6,71
5122009 14:00,107.1,73
5122009 15:00,109.2,74
5122009 16:00,112.6,74
5122009 17:00,120.2,74
5122009 18:00,123.9,74
5122009 19:00,124.7,74
5122009 20:00,121.2,68
5122009 21:00,129.2,61
5122009 22:00,126.9,58
5122009 23:00,111.6,58
5132009 0:00,95.1,55
5132009 1:00,83.5,54
5132009 2:00,78.8,54
5132009 3:00,76.5,51
5132009 4:00,76.8,50
5132009 5:00,79.5,48
5132009 6:00,89.8,48
5132009 7:00,107.5,50
5132009 8:00,112.1,53
5132009 9:00,105.2,60
5132009 10:00,104.2,67
5132009 11:00,105.4,71
5132009 12:00,106.9,73
5132009 13:00,107.7,74
5132009 14:00,109.3,74
5132009 15:00,111.1,75
5132009 16:00,113.8,76
5132009 17:00,120.4,74
5132009 18:00,123.6,73
5132009 19:00,125.4,72
5132009 20:00,121.9,69
5132009 21:00,129.6,65
5132009 22:00,127.6,65
5132009 23:00,113,65
5142009 0:00,95.8,60
5142009 1:00,84.5,58
5142009 2:00,79.5,57
5142009 3:00,77.1,54
5142009 4:00,76.9,55
5142009 5:00,79.2,56
5142009 6:00,88.5,56
5142009 7:00,104.5,58
5142009 8:00,109.9,60
5142009 9:00,108.8,63
5142009 10:00,110.7,66
5142009 11:00,112.7,67
5142009 12:00,114.1,72
5142009 13:00,116.3,77
5142009 14:00,122,78
5142009 15:00,125,82
5142009 16:00,129,82
5142009 17:00,135,77
5142009 18:00,135.6,78
5142009 19:00,135.7,77
5142009 20:00,133.5,75
5142009 21:00,141.8,72
5142009 22:00,141.7,70
5142009 23:00,127,68
5152009 0:00,110.1,68
5152009 1:00,96.4,68
5152009 2:00,89.1,69
5152009 3:00,84.5,68
5152009 4:00,82.2,68
5152009 5:00,83.2,68
5152009 6:00,90.5,68
5152009 7:00,104.6,68
5152009 8:00,113.8,71
5152009 9:00,116.4,73
5152009 10:00,123.6,74
5152009 11:00,132.9,78
5152009 12:00,141.2,79
5152009 13:00,148,81
5152009 14:00,153.6,82
5152009 15:00,160.4,84
5152009 16:00,164.8,85
5152009 17:00,168.3,83
5152009 18:00,167.2,84
5152009 19:00,161.4,76
5152009 20:00,150.6,74
5152009 21:00,152,72
5152009 22:00,148.2,72
5152009 23:00,135.5,69
5162009 0:00,119.3,67
5162009 1:00,104.6,68
