TIMESTAMP,TARGETVAR,U10,V10,U100,V100
20120113 12:00,0.0970773399953073,-0.452078486,2.9704250105879,-1.016114496,6.13199883516691
20120113 13:00,0.0372145489615357,-0.482651165,2.82450288848227,-1.131963637,5.82435514101306
20120113 14:00,0.0195470350954201,-0.853096748,3.42937362043624,-1.764641802,6.30168356022365
20120113 15:00,0.0990508411794165,-1.083781511,3.73180898641322,-1.922574917,6.11853942354768
20120113 16:00,0.0864580375787341,-0.753437754,3.22265061411994,-1.384940332,5.50565550160055
20120113 17:00,0.101494216883455,-0.777260621,3.72906314002952,-1.231735754,5.6412110043371
20120113 18:00,0.0785640423125824,-0.835626646,3.56745046715984,-1.315903701,5.36481237287074
20120113 19:00,0.0873978013501481,-0.88684581,3.12929183707386,-1.520649326,5.10860285883324
20120113 20:00,0.0484916805463782,-1.379582111,3.71925654580199,-2.106042128,5.54507234991402
20120113 21:00,0.0730194501614424,-1.820305152,4.12956444828178,-2.64982381,5.94837400521883
20120113 22:00,0.0796917565233207,-1.783776755,3.98403458994526,-2.50040206,5.58064365205056
20120113 23:00,0.141622022382482,-1.589620389,3.98089647979245,-2.214798464,5.47633321200152
20120114 0:00,0.181655855292483,-1.474079483,4.06052602491998,-2.043152594,5.52296045939671
20120114 1:00,0.227798135880612,-1.715391849,4.21850663738511,-2.339624173,5.70619652327407
20120114 2:00,0.257400612604347,-1.672584902,4.32885043742177,-2.283350337,5.81342182462409
20120114 3:00,0.31651159872406,-1.568242969,4.47690165114003,-2.175436981,5.9854929034572
20120114 4:00,0.29508504345159,-1.485839597,4.48126777272421,-2.070171806,5.9854929034572
20120114 5:00,0.307583867097467,-1.354208236,4.61939598284205,-1.907308705,6.19330574940699
20120114 6:00,0.338971894565988,-1.369190667,4.75037963036759,-1.943721187,6.42205305895368
20120114 7:00,0.383798505242785,-1.510988678,4.92105529229481,-2.165506304,6.74832433306157
20120114 8:00,0.404849162793369,-1.71860237,4.98734095634561,-2.534927485,7.03017369661018
20120114 9:00,0.418475700649985,-1.79297944,4.50389222093317,-2.889783672,6.91835302520231
20120114 10:00,0.359364714530271,-1.641549866,3.65567387316931,-3.256556672,6.77385416671634
20120114 11:00,0.280142838840404,-1.876452986,3.47944132922586,-3.732567117,6.54408566382346
20120114 12:00,0.255521090322788,-2.129549058,3.1845296622214,-4.233073232,6.04319032751697
20120114 13:00,0.194248657840912,-2.289004935,2.80983704626956,-4.623679856,5.4100504528788
20120114 14:00,0.291044068494344,-2.286864587,2.39267397490792,-4.927558569,4.87290275278255
20120114 15:00,0.182031758275639,-2.196434912,2.19262622232347,-4.896442448,4.61505143286942
20120114 16:00,0.177896812833874,-2.11403154,2.18111553814698,-4.771977964,4.72125554087325
20120114 17:00,0.218870403201765,-2.106005237,2.21961679211661,-4.785218867,4.88413587959065
20120114 18:00,0.161826890855188,-2.150417445,2.17158945469058,-4.909021305,4.82541726218469
20120114 19:00,0.115778591274118,-2.186268263,2.04060580716504,-5.028851473,4.56858713561775
20120114 20:00,0.0988628875833306,-2.493408105,2.03306432442872,-5.219520469,4.13560115683294
20120114 21:00,0.211634240260644,-4.479650433,3.05830905642406,-6.509846419,4.42868364718964
20120114 22:00,0.397143119018795,-3.868581268,2.61971229728552,-5.453884444,3.65615088079646
20120114 23:00,0.407856397181157,-3.484924009,2.50262085480057,-4.80243204,3.39319359415238
20120115 0:00,0.292077803802532,-3.21095955,2.33234211301737,-4.360847941,3.08275081691044
20120115 1:00,0.211352311971024,-3.195887529,2.17626564217449,-4.313077342,2.8242577090067
20120115 2:00,0.191241423453123,-3.023094759,1.95470642130707,-4.053896671,2.4858501851636
20120115 3:00,0.266986179712733,-2.797712885,2.00817060957365,-3.736651083,2.54880972448325
20120115 4:00,0.293581423100934,-2.681682958,2.03943356711936,-3.577764358,2.58647302032625
20120115 5:00,0.386241887260347,-2.642032443,1.99503110567763,-3.535007465,2.53250770090941
20120115 6:00,0.46085893246598,-2.663318509,1.91211630523031,-3.583042987,2.42570133956358
20120115 7:00,0.448736011803259,-2.721333472,1.85955828964622,-3.702339997,2.38972445995235
20120115 8:00,0.469786660935811,-2.929603019,1.67741758046687,-4.21172767,2.25818399387381
20120115 9:00,0.558970015135252,-2.051448458,1.26012506018284,-4.596011843,2.52463775849445
20120115 10:00,0.614227972528029,-1.873647202,1.42323614303002,-5.118068225,3.33186899477135
20120115 11:00,0.671647386805507,-1.997189859,1.47851267666156,-5.468569174,3.46116090587419
20120115 12:00,0.667230510969614,-2.165391516,1.18400655485416,-5.797955608,2.68428516176927
20120115 13:00,0.723616186782143,-2.161635152,0.817006618448007,-5.71033037,1.76518831545122
20120115 14:00,0.599285773178112,-2.123654132,0.594541224898106,-5.51554897,1.14908425210897
20120115 15:00,0.593271290723233,-2.048944215,0.403791875235156,-5.310210312,0.599312560549915
20120115 16:00,0.411333512402399,-1.952948231,0.15731290559942,-5.132320523,-0.42996348
20120115 17:00,0.395827454368733,-2.005119962,-0.236419125,-5.245811041,-1.878595023
20120115 18:00,0.270839204230654,-2.078577758,-0.951842458,-5.210972091,-3.843269933
20120115 19:00,0.20496193495102,-2.079829879,-1.850312672,-4.956014323,-5.669658712
20120115 20:00,0.142561785101643,-2.075238767,-2.5825002,-4.587038174,-6.643283016
20120115 21:00,0.221595708247678,-2.374913185,-3.594695086,-4.138354731,-6.911423197
20120115 22:00,0.24687528803807,-2.409555213,-4.471417157,-3.54503686,-6.936719441
20120115 23:00,0.147354567077455,-1.870308211,-5.261146649,-2.605968807,-7.629836512
20120116 0:00,0.32299594833309,-1.115278933,-5.568792275,-1.497984633,-7.88560964
20120116 1:00,0.360022547907556,-0.44565309,-6.499931551,-0.557082293,-9.215768127
20120116 2:00,0.45841554834391,0.0475250729352794,-6.800726727,0.138639166152379,-9.642078268
20120116 3:00,0.411051578851508,0.248709654157908,-6.745445451,0.431308936743866,-9.602132157
20120116 4:00,0.243210216063981,0.477488130560697,-6.620791595,0.73911679891767,-9.440383148
20120116 5:00,0.399586501036357,0.385675715688525,-6.678782737,0.582689852567048,-9.673511274
20120116 6:00,0.642232858416588,0.0635797028582822,-6.488550112,0.21748339314362,-9.517001099
20120116 7:00,0.674748601148101,0.117764078848417,-5.777481155,0.278666513288823,-8.942039035
20120116 8:00,0.391222620727736,-0.691991318,-4.225269652,-1.090700021,-7.858255188
20120116 9:00,0.182125735073682,-1.416456493,-3.365700014,-2.793735324,-7.546544547
20120116 10:00,0.0418105657668936,-1.681859594,-3.159208191,-3.49387206,-7.632985313
20120116 11:00,0,-1.708450075,-3.268686795,-3.604884731,-7.949934789
20120116 12:00,0.0264043550559178,-1.592555715,-3.527750028,-3.34186039,-8.352670176
20120116 13:00,0.154308802781209,-1.615634246,-3.805782326,-3.276892747,-8.649974022
20120116 14:00,0.240484907861306,-1.424985515,-4.121752754,-2.792473816,-9.027170092
20120116 15:00,0.274316318399643,-1.657777649,-4.529316668,-3.157680276,-9.431215188
20120116 16:00,0.361808092338818,-1.550914019,-4.96126938,-2.848610906,-9.86996756
20120116 17:00,0.344140578472702,-1.448064046,-4.984032259,-2.612078225,-9.86538358
20120116 18:00,0.816652560238236,-1.447562339,-4.945010182,-2.56161792,-9.759297186
20120116 19:00,0.946057691473479,-1.474654527,-4.9710249,-2.581802042,-9.673511274
20120116 20:00,0.981110779341295,-1.409432593,-4.981322392,-2.45754354,-9.652555937
20120116 21:00,0.968142075914218,-1.457596482,-5.484815579,-2.323192977,-9.582486528
20120116 22:00,0.969081822849569,-1.537869632,-6.058765293,-2.246241012,-9.558256919
20120116 23:00,0.945117901395716,-1.159080707,-6.816443952,-1.590257043,-10.12405102
20120117 0:00,0.927356429672128,-0.736643257,-7.271701516,-0.951934182,-10.58113932
20120117 1:00,0.913635920278739,0.50511194859864,-7.685648615,0.83166570941261,-11.16163132
20120117 2:00,0.826332091517618,0.828987499949148,-7.498628671,1.30413389163003,-10.83470289
20120117 3:00,0.266046421202588,1.56915223421121,-7.074076698,2.2872092539065,-10.18410987
20120117 4:00,0.540080797633309,1.9238323294154,-6.399886496,2.85587878888867,-9.291992354
20120117 5:00,0.705290838486488,1.6166425726523,-5.514046491,2.62533708551752,-8.559803221
20120117 6:00,0.665350989740308,2.22289310932822,-5.459777311,3.31240828544092,-8.068594613
20120117 7:00,0.204304099469227,1.82585676632522,-4.47541787,3.12854416151776,-7.585001642
20120117 8:00,0.0122110237793551,1.24869940995555,-3.017664195,2.59744438560348,-6.381186969
20120117 9:00,0.00100730479409887,2.3533845798195,-1.949813708,5.68841092709814,-4.873290776
20120117 10:00,0,2.61864592967065,1.10428877959398,6.1460789011979,2.68522927923084
20120117 11:00,0.0414376027812039,0.59666989838597,1.94128652258034,2.12156077074353,3.63228817934039
20120117 12:00,0.0604266507697756,0.874766474842813,0.0552237780355037,2.16311520122771,0.873251567418726
20120117 13:00,0.0522507282662568,2.30632208226527,0.30444455238107,5.82218203893078,1.28884777631229
20120117 14:00,0.156846156335543,1.45577439919419,1.14645175816835,3.68810587611983,2.99148669494691
20120117 15:00,0.250916261943062,1.14045566558081,0.837534885445204,2.48018119820976,2.21414771260542
20120117 16:00,0.267174130152057,0.723310800895547,1.2391268199853,1.77432511875242,2.69393286475741
20120117 17:00,0.291889855467714,0.373336955446782,1.25916467118896,1.21248644905532,2.27017704443269
20120117 18:00,0.276759691999173,0.828131818175434,1.41070092091666,1.93769664682037,3.51478977473174
20120117 19:00,0.132976224306781,0.543617628415741,1.40903109998303,1.16011648186978,3.32875063410138
20120117 20:00,0.241612627333313,0.434946043154144,1.4036041819487,0.827111799222562,3.24280272702653
20120117 21:00,0.219246304080413,0.413126157924454,2.22515608129891,0.571523589806153,3.18731736929467
20120117 22:00,0.18137392910737,0.350661388443378,2.5357427749557,0.476460714588914,3.42503404898902
20120117 23:00,0.136641292071854,0.437085247588428,2.69729795028523,0.587462275471319,3.56320346922327
20120118 0:00,0.122638844918559,0.61207217031281,2.9465187246308,0.802634531951057,3.85150973979079
20120118 1:00,0.343858650183081,-0.049227723,3.96699829553275,-0.094144837,5.23751055308963
20120118 2:00,0.455690247507012,0.00130915650880026,3.8238067437624,-0.030318737,4.99972608857714
20120118 3:00,0.440560090351994,0.134576779876728,3.80216686294824,0.167493453057906,4.96775018259135
20120118 4:00,0.413776888106437,0.456889767853654,3.84268408660029,0.601608381786087,5.03809717576008
20120118 5:00,0.602011080328534,0.679626385561287,4.13321099710539,0.884197224280301,5.46424879553429
20120118 6:00,0.581054396419231,0.535877039007117,4.45780920931791,0.6824872573965,5.95958464825957
20120118 7:00,0.461798696237394,-0.052971196,4.69446662928561,-0.125814277,6.37410866585713
20120118 8:00,0.400338309107177,-0.84658738,4.69722916726189,-1.258605757,6.56596410177185
20120118 9:00,0.303918791966616,-1.367678761,4.03974512890803,-2.235973375,6.34213275987134
20120118 10:00,0.196316132666302,-1.494208134,3.27682422445962,-2.926854372,6.11713865775317
20120118 11:00,0.113147257764978,-1.55747282,3.12580548175649,-3.107126565,5.9136556196618
20120118 12:00,0.109012308114197,-1.552606306,2.99734746585962,-3.100305455,5.69621945895846
20120118 13:00,0.107884599164728,-1.695606958,2.79015711763887,-3.39263874,5.35553071518262
20120118 14:00,0.0915327499486751,-1.823259372,2.57836253945766,-3.719077576,5.04507373706607
20120118 15:00,0.062118220507502,-1.917220534,2.36472626929226,-3.959765314,4.75031402188801
20120118 16:00,0.0254675323342242,-1.968880455,1.99178364249491,-4.210684717,4.18579393621166
20120118 17:00,0.0416314237451758,-1.993213027,1.62390566865406,-4.481093006,3.57476344182872
20120118 18:00,0.0394699731739963,-2.078564201,1.4825558088679,-4.759296849,3.28174786697715
20120118 19:00,0.0577953172606352,-2.134341943,1.45631169809327,-4.870383498,3.17593668716964
20120118 20:00,0.0658772671751267,-2.247020467,1.45631169809327,-4.856741278,3.01663853734954
20120118 21:00,0.0881496094209683,-3.060477056,1.86286520360199,-4.589256322,2.69280981672985
20120118 22:00,0.081853208146754,-3.100906559,1.95356853382308,-4.359774693,2.66548495161472
20120118 23:00,0.213419786796414,-2.767363154,1.97152503066888,-3.794597008,2.60909108105797
20120119 0:00,0.162954607170434,-2.314402973,2.04473228704021,-3.133923783,2.63816008649959
20120119 1:00,0.124894274392289,-2.092916487,2.41490173107002,-2.824958166,3.11717299561676
20120119 2:00,0.248472882030008,-1.579270633,2.56451780014978,-2.1192039,3.29436561605196
20120119 3:00,0.58622308453496,-1.236958798,2.79233492477445,-1.660347166,3.59290102871262
20120119 4:00,0.569401357642216,-1.028579586,3.2356896694341,-1.388294036,4.19760600321369
20120119 5:00,0.600413482127581,-1.011838008,3.78826737597055,-1.403666901,4.96865507036822
20120119 6:00,0.399116613889381,-1.140427574,4.30336027902266,-1.63006728,5.70675675685225
20120119 7:00,0.496099983400169,-1.301431683,4.72377173879103,-1.898859499,6.38900861512655
20120119 8:00,0.394981667395361,-1.529758307,4.65429559440194,-2.250106176,6.49307412236627
20120119 9:00,0.535663934424462,-1.762359377,3.85289634749528,-2.841728565,5.94140639479818
20120119 10:00,0.369420156158587,-1.692543436,2.99300788135874,-3.398878467,5.64367457678802
20120119 11:00,0.276383793225033,-1.712134644,2.80364499479128,-3.553538808,5.38210451805035
20120119 12:00,0.288036827793032,-1.720683535,2.53737363210939,-3.733354747,4.96302990781472
20120119 13:00,0.288224783493626,-1.712490848,2.38549554902627,-3.852145069,4.79990019376327
20120119 14:00,0.24123672224565,-1.849985508,2.27498000771898,-4.103701045,4.65043158877031
20120119 15:00,0.19077154261967,-2.05836472,2.12665651806973,-4.485693453,4.3426548376289
20120119 16:00,0.20035710551904,-2.230054943,1.9595906266783,-4.808989467,3.985858813
20120119 17:00,0.111643638466575,-2.298089865,1.90045511773317,-4.875139371,3.8167021388768
20120119 18:00,0.0984869835479205,-2.440927582,1.99093567786779,-4.902158347,3.83799739711505
20120119 19:00,0.0924725105633272,-3.018333913,2.35641251184014,-5.187720964,3.94367009365577
20120119 20:00,0.124330416760793,-2.999098909,2.19904096617742,-5.189584341,3.71946718616633
20120119 21:00,0.188234184856318,-3.300803512,2.51539978179098,-4.857437284,3.61821426020336
20120119 22:00,0.164552202214625,-3.104891432,2.45787999713397,-4.36364222,3.38637720353418
20120119 23:00,0.287754901607918,-2.896156016,2.43170526366645,-3.983047345,3.25940924875522
20120120 0:00,0.333239346714253,-2.660705316,2.56774924872601,-3.635061578,3.38758259550993
20120120 1:00,0.362935803392794,-1.812916043,3.02580198840642,-2.452145209,3.96566789544213
20120120 2:00,0.38840333888378,-1.513829705,3.0459663382731,-2.045992467,3.96791338509119
20120120 3:00,0.372051493876743,-1.272379796,3.00832621852196,-1.726617725,3.90189598940876
20120120 4:00,0.430410667716619,-1.057099942,3.11620549030871,-1.448848874,4.03752356421212
20120120 5:00,0.484540919316689,-0.916903221,3.49529526780232,-1.282425312,4.567010023
20120120 6:00,0.49262285555188,-0.926561217,3.88715580021149,-1.332748627,5.12928063158619
20120120 7:00,0.541960329385153,-0.987936226,4.3243861198207,-1.452415093,5.80741850560299
20120120 8:00,0.556526629960928,-1.207266208,4.6913772873943,-1.824886877,6.52777158502217
20120120 9:00,0.432290189998178,-1.258360124,4.48368448376748,-2.086013371,6.80711049736551
20120120 10:00,0.553143479962937,-1.100093603,4.01788800184714,-2.101466988,6.96384567487006
20120120 11:00,0.539235018025715,-1.347774477,3.87707362527815,-2.503261018,6.76399709610352
20120120 12:00,0.550512163289858,-1.805750433,3.63812607935798,-3.381739681,6.48600547754961
20120120 13:00,0.573536308345251,-2.232571562,3.5551161724068,-4.12985322,6.28480960499363
20120120 14:00,0.581994163347406,-2.26528413,3.2539952143977,-4.34977007,5.96011180173923
20120120 15:00,0.532844642057965,-2.143468757,2.96530893880637,-4.240406015,5.60173165374889
20120120 16:00,0.44817214785824,-2.388345697,3.17535424991764,-4.446057989,5.65337791567732
20120120 17:00,0.511700015075117,-2.801458702,3.17031316245097,-4.94493243,5.46340949136666
20120120 18:00,0.60088336190878,-2.936359102,3.09469685045091,-5.153754377,5.24380060368837
20120120 19:00,0.489615625373107,-3.124534257,3.1881250048332,-5.345933967,5.30891980351117
20120120 20:00,0.630297894506715,-3.429540013,3.30642252405107,-5.604682982,5.27838114428392
20120120 21:00,0.641950931179221,-4.075068027,3.75541538108251,-6.098406218,5.5011337174709
20120120 22:00,0.888074418512249,-4.286609302,3.77053864348252,-6.175278054,5.3533804985626
20120120 23:00,0.919650380636284,-4.23645003,3.59275629215794,-5.987853423,5.01925163878214
20120121 0:00,0.873320152765594,-4.242369447,3.3793502560689,-5.91296282,4.65862600114274
20120121 1:00,0.664223268163793,-4.013469687,3.83542045699903,-5.560900439,5.22222658410302
20120121 2:00,0.746452380345958,-4.02253026,3.68916267581991,-5.557599366,4.96832813462135
20120121 3:00,0.724931850379951,-4.077864472,3.47317318967764,-5.624858726,4.65151284616444
20120121 4:00,0.601071308139088,-4.018647157,3.41667262873314,-5.547696148,4.5703010398276
20120121 5:00,0.744102975126438,-4.079482431,3.45493566684113,-5.666534771,4.64928175258376
20120121 6:00,0.858096027230565,-4.207624817,3.56829438721712,-5.901736213,4.8661440486261
20120121 7:00,0.901888907860443,-4.500475472,3.62801333454453,-6.422893092,5.07274331419729
20120121 8:00,0.896908172288544,-4.951238966,3.27291803696295,-7.335227107,4.79296417917971
20120121 9:00,0.909125056070009,-4.732814445,2.48119498676596,-7.82461116,4.03126883073472
20120121 10:00,0.918334720195238,-4.516007883,2.07853909041465,-8.265717022,3.67830982627075
20120121 11:00,0.817686290285153,-4.563899481,2.08283027225853,-8.366399744,3.63591904823779
20120121 12:00,0.649281067761622,-4.821155029,2.05672558270822,-8.690730154,3.53284252481026
20120121 13:00,0.626538838368805,-4.826008907,1.90581902119823,-8.510821682,3.19282386311425
20120121 14:00,0.499483116562098,-4.663565782,1.61759464068388,-8.234769464,2.68190343313796
20120121 15:00,0.360210496242373,-4.482030735,1.39874436664568,-7.905487445,2.26647380841489
20120121 16:00,0.551733850089625,-4.125756071,1.06868096315344,-7.624896251,1.79571306289089
20120121 17:00,0.622403890822532,-3.868824115,0.753279097627808,-7.470983728,1.14111020631866
20120121 18:00,0.424302210568206,-3.476954344,0.422142898674594,-7.08847191,0.409311511854809
20120121 19:00,0.371769563482614,-3.13103462,0.132130525725289,-6.828512421,-0.404591426
20120121 20:00,0.284183811693141,-3.076671183,-0.161457832,-6.73897082,-1.23054227
20120121 21:00,0.223005352852546,-3.812195535,-0.701431547,-6.618894294,-2.209099914
20120121 22:00,0.110421950614556,-4.033532384,-1.822502804,-5.779183883,-3.005600323
20120121 23:00,0.0384362357613011,-3.867853339,-2.70505587,-5.324048461,-3.980141999
20120122 0:00,0.0355229771193014,-3.401881027,-2.94858044,-4.586671308,-4.169338734
20120122 1:00,0,-2.068646982,-3.873872324,-2.729699211,-5.34147163
20120122 2:00,0,-1.367002078,-3.455503608,-1.75705248,-4.67964132
20120122 3:00,0.0660652186667048,-1.284509736,-2.906055085,-1.626386901,-3.917635302
20120122 4:00,0.182313691826529,-1.830676508,-3.143085412,-2.395303574,-4.250017465
20120122 5:00,0.318579070392688,-1.836809767,-2.547792914,-2.409220618,-3.51399845
20120122 6:00,0.430504644514662,-1.940155192,-1.823458117,-2.573905637,-2.548287853
20120122 7:00,0.45766375079563,-2.3501636,-1.926691956,-3.124402038,-2.749896706
20120122 8:00,0.286251287570786,-2.217378528,-1.560279745,-3.617683926,-2.682414324
20120122 9:00,0.283056096430149,-1.359642167,-0.981287326,-3.301457763,-2.672773984
20120122 10:00,0.198947464070934,-2.175059037,-0.930349577,-3.148756865,-2.194110138
20120122 11:00,0.132130435228901,-2.143472749,0.189941325206674,-4.096662185,-0.358254054
20120122 12:00,0.135795505098483,-2.243138219,0.817494398070526,-5.774825723,1.41556853729102
20120122 13:00,0.174419692351363,-2.458722295,0.589293280665489,-6.176873656,0.858105388457587
20120122 14:00,0.156940131029079,-2.271657876,0.189262155214397,-5.848663372,-0.31466295
20120122 15:00,0.329668256799476,-2.024487512,-0.059653647,-5.118791739,-1.386836435
20120122 16:00,0.282116334763243,-1.971128153,-0.286496424,-4.645998833,-2.19830159
20120122 17:00,0.292171781652828,-1.947821767,-0.579897861,-4.490205258,-2.835821477
20120122 18:00,0.288788639020614,-1.910715546,-0.939518372,-4.51494667,-3.584833993
20120122 19:00,0.322714026356993,-2.049020551,-1.428860351,-4.97536887,-4.51198323
20120122 20:00,0.449863726013997,-1.964074905,-2.252693552,-4.469329693,-5.869594613
20120122 21:00,0.397237090555568,-2.249271478,-3.398113744,-3.928111321,-6.331073505
20120122 22:00,0.625693054552195,-2.32041729,-4.140446546,-3.376068581,-6.173474901
20120122 23:00,0.701155895149232,-1.807063458,-4.139088206,-2.500067988,-5.843188464
20120123 0:00,0.584155616023094,-1.350135614,-4.048419012,-1.809627979,-5.562780309
20120123 1:00,0.410017843543321,-0.737398447,-4.168764395,-0.989377062,-5.643516846
20120123 2:00,0.299313966743652,-0.979070154,-3.439544233,-1.317059949,-4.567155959
20120123 3:00,0.195470346745185,-1.443538748,-2.638120312,-1.914191529,-3.454100951
20120123 4:00,0.168875102304731,-1.992018794,-1.88168198,-2.606531395,-2.46433819
20120123 5:00,0.11633950680364,-2.418737749,-1.290820854,-3.149588366,-1.722138432
20120123 6:00,0.100178553285647,-2.638573881,-0.930180089,-3.455548975,-1.283276743
20120123 7:00,0.103091810875393,-2.713332969,-0.740030923,-3.61315104,-1.046477348
20120123 8:00,0.102246028111037,-2.370625465,-0.677277918,-3.734703367,-1.150199397
20120123 9:00,0.0795038060839965,-1.582324185,-0.479190119,-3.834533414,-1.373788909
20120123 10:00,0.111267735483419,-2.275881273,-0.918083125,-3.976421491,-1.937899865
20120123 11:00,0.15318108857047,-2.062706843,-1.526711668,-3.411642241,-2.718261508
20120123 12:00,0.223757159871111,-1.466484607,-2.102451588,-2.412417414,-3.671330148
20120123 13:00,0.290292259371269,-0.870632466,-2.312258322,-1.326765648,-4.671367263
20120123 14:00,0.20862700166384,-0.646725295,-2.312258322,-0.8937066,-5.428244669
20120123 15:00,0.0731134259072314,-0.689656257,-2.225311387,-0.953327323,-5.574531898
20120123 16:00,0.0588290567778382,-0.75738355,-2.205275789,-1.015258926,-5.515332049
20120123 17:00,0.160981104934071,-0.927627019,-2.217372754,-1.110005036,-5.291253283
20120123 18:00,0.308241698370244,-1.118965874,-2.169740955,-1.318446478,-5.067663771
20120123 19:00,0.403345541390458,-1.245538192,-2.18221595,-1.411806059,-4.802976844
20120123 20:00,0.356075551852862,-1.124517291,-2.128157638,-1.056392603,-4.430164573
20120123 21:00,0.381355122172968,-0.773297613,-1.727067648,-0.722701426,-4.155692547
20120123 22:00,0.203928198590579,-0.523483827,-1.740676734,-0.648753243,-3.503026446
20120123 23:00,0.137205145494335,0.149347969332141,-1.876767588,0.278372105035309,-2.517177724
20120124 0:00,0.0692604066505795,0.866961200141263,-1.160778482,1.14864978706169,-1.475064683
20120124 1:00,0.0986749329349908,0.337983426389516,-1.095664801,0.433172209842441,-1.374532413
20120124 2:00,0.0873978002978942,-0.102807474,-0.198707686,-0.129150126,-0.254484772
20120124 3:00,0.0771544008644772,-0.634026112,0.446287012696148,-0.819410519,0.544952711032264
20120124 4:00,0.260501824842433,-1.072334682,0.953847666304669,-1.385190641,1.18617302555794
20120124 5:00,0.601259274362221,-1.409931574,1.10037126473177,-1.830812723,1.38800431124438
20120124 6:00,0.309275438939701,-1.447875763,1.37633010147165,-1.895213974,1.78006738343989
20120124 7:00,0.248472882030008,-1.301063669,2.32200722184111,-1.952267432,3.34785569225483
20120124 8:00,0.209378813943675,-1.251771686,4.2006360880268,-2.220245793,6.87595936204732
20120124 9:00,0.221877640746316,-1.46347898,4.58021583184292,-2.623942228,7.74360190051549
20120124 10:00,0.362090019576185,-1.326596207,3.32985688645631,-2.745396937,6.40548367541271
20120124 11:00,0.383892486249843,-1.350001033,2.47289380582931,-3.19793459,5.40699878622367
20120124 12:00,0.471948113611499,-1.486529188,2.10167645100532,-3.864422709,4.74861121291547
20120124 13:00,0.483977066946462,-1.385462892,1.85153194550198,-3.852752683,4.22709772990038
20120124 14:00,0.486138505942849,-1.362412684,1.53121608889087,-3.921476166,3.5965489546179
20120124 15:00,0.505309643316383,-1.421279369,1.23562381712602,-4.100848779,2.90800268344851
20120124 16:00,0.409266041786024,-1.371278149,1.17454201927055,-4.001005229,2.6537416614803
20120124 17:00,0.339817681539358,-1.328723918,1.32433785686848,-3.81125926,3.03745309426809
20120124 18:00,0.369796063350759,-1.402484584,1.259256656,-3.843675997,2.94744098065161
20120124 19:00,0.387181646822745,-1.505678592,1.11527813206555,-3.890788322,2.5261471705291
20120124 20:00,0.373743058353199,-1.587595485,1.05965006616146,-3.986741864,2.25703878961384
20120124 21:00,0.334461036670782,-1.942568687,2.06677256651648,-3.129211107,2.94280118098066
20120124 22:00,0.419415461264636,-2.237611349,2.2674699023273,-3.166382299,3.08153119114214
20120124 23:00,0.434545612106131,-2.386196536,1.63047401,-3.284811446,2.08443824185439
20120125 0:00,0.639413571311362,-2.051436593,1.99332897623788,-2.816281536,2.48949275312857
20120125 1:00,0.625035222227164,-2.064861034,3.25164797432195,-2.810392859,4.25275369648269
20120125 2:00,0.460576996810582,-1.952733619,3.08658914889253,-2.643841829,4.005046502
20120125 3:00,0.529555477276048,-1.733558997,3.31307397556624,-2.360659695,4.30002606176107
20120125 4:00,0.645803956749397,-1.487531855,4.04415644436323,-2.053425234,5.31543646794059
20120125 5:00,0.775303053207888,-1.432012455,4.69459373361251,-2.031188175,6.2381930381745
20120125 6:00,0.718635454367007,-1.389919316,5.24139819867666,-2.007589664,7.08058658743517
20120125 7:00,0.80904048905269,-1.574621109,5.62728915127878,-2.29939433,7.78021759355514
20120125 8:00,0.759609046839406,-2.038008514,4.94105143185645,-2.996004225,6.98415096226728
20120125 9:00,0.751902992542292,-1.954185107,4.28043928350535,-3.161193803,6.50575462565011
20120125 10:00,0.754346374559856,-1.75133972,4.42401785083095,-3.092213539,7.37934793599451
20120125 11:00,0.531528988982696,-2.085907603,4.2457693932325,-3.590505178,7.05505951018484
20120125 12:00,0.409172062883473,-2.398703174,3.49207612643148,-4.256255481,5.98859494950467
20120125 13:00,0.319706786707935,-2.351166956,3.48077072742946,-4.343388445,6.1450664785761
20120125 14:00,0.220749922326562,-2.433538875,3.48529288703027,-4.573020111,6.38142830496798
20120125 15:00,0.198195651791099,-2.4861553,3.1367097511348,-4.656522535,5.70590620513998
20120125 16:00,0.260031946113488,-2.412129434,3.23431302918553,-4.529907446,5.95881335937929
20120125 17:00,0.283056094325642,-2.43245026,3.18758404664387,-4.554413593,5.94368620249021
20120125 18:00,0.290480210862848,-2.491235506,2.87178656785424,-4.741386411,5.48325336467883
20120125 19:00,0.278639221646509,-2.462568627,2.86839494815363,-4.742294046,5.50263503444296
20120125 20:00,0.274034395371291,-2.414306665,2.95017066760154,-4.520377279,5.53714386109618
20120125 21:00,0.237571653428322,-3.034091856,3.67522359026413,-4.54397579,5.47852612815099
20120125 22:00,0.287848881562723,-3.150936605,3.88550401170161,-4.494963497,5.50783499462358
20120125 23:00,0.567897738343814,-2.91398126,3.74908553041063,-4.080174283,5.17787388498052
20120126 0:00,0.717601712745296,-2.876605455,3.84894988826176,-3.978972976,5.24169157810632
20120126 1:00,0.734329469153521,-3.80100621,3.73913711443771,-5.27520654,5.02390389975578
20120126 2:00,0.789493456061777,-3.484593304,3.98379240473607,-4.796710838,5.34830192869601
20120126 3:00,0.720702926035635,-3.263206447,4.19463946026808,-4.498499421,5.62763163523645
20120126 4:00,0.732919817182877,-3.014571978,4.35822769300844,-4.169321526,5.85109540046879
20120126 5:00,0.762898204255546,-2.792503931,4.60033827746416,-3.928376882,6.1679820423424
