TIMESTAMP,POWER
322009 3:00,34
322009 4:00,33
322009 5:00,32
322009 6:00,32
322009 7:00,31
322009 8:00,30
322009 9:00,30
322009 10:00,31
322009 11:00,31
322009 12:00,32
322009 13:00,32
322009 14:00,34
322009 15:00,34
322009 16:00,35
322009 17:00,35
322009 18:00,33
322009 19:00,31
322009 20:00,30
322009 21:00,29
322009 22:00,29
322009 23:00,27
332009 0:00,26
332009 1:00,24
332009 2:00,21
332009 3:00,20
332009 4:00,19
332009 5:00,18
332009 6:00,17
332009 7:00,19
332009 8:00,23
332009 9:00,26
332009 10:00,28
332009 11:00,29
332009 12:00,32
332009 13:00,34
332009 14:00,35
332009 15:00,37
332009 16:00,38
332009 17:00,37
332009 18:00,34
332009 19:00,30
332009 20:00,28
332009 21:00,26
332009 22:00,23
332009 23:00,22
342009 0:00,22
342009 1:00,22
342009 2:00,20
342009 3:00,21
342009 4:00,20
342009 5:00,19
342009 6:00,17
342009 7:00,18
342009 8:00,23
342009 9:00,29
342009 10:00,37
342009 11:00,41
342009 12:00,44
342009 13:00,46
342009 14:00,46
342009 15:00,47
342009 16:00,47
342009 17:00,48
342009 18:00,48
342009 19:00,40
342009 20:00,35
342009 21:00,32
342009 22:00,32
342009 23:00,30
352009 0:00,30
352009 1:00,28
352009 2:00,27
352009 3:00,26
352009 4:00,26
352009 5:00,24
352009 6:00,25
352009 7:00,25
352009 8:00,29
352009 9:00,37
352009 10:00,47
352009 11:00,52
352009 12:00,55
352009 13:00,57
352009 14:00,59
352009 15:00,61
352009 16:00,61
352009 17:00,60
352009 18:00,57
352009 19:00,52
352009 20:00,51
352009 21:00,53
352009 22:00,49
352009 23:00,47
362009 0:00,45
362009 1:00,45
362009 2:00,45
362009 3:00,45
362009 4:00,46
362009 5:00,46
362009 6:00,46
362009 7:00,46
362009 8:00,49
362009 9:00,56
362009 10:00,61
362009 11:00,64
362009 12:00,68
362009 13:00,68
362009 14:00,68
362009 15:00,68
362009 16:00,68
362009 17:00,68
362009 18:00,68
362009 19:00,65
362009 20:00,62
362009 21:00,62
362009 22:00,59
362009 23:00,60
372009 0:00,57
372009 1:00,58
372009 2:00,51
372009 3:00,48
372009 4:00,46
372009 5:00,45
372009 6:00,43
372009 7:00,46
372009 8:00,52
372009 9:00,59
372009 10:00,64
372009 11:00,68
372009 12:00,72
372009 13:00,75
372009 14:00,77
372009 15:00,80
372009 16:00,81
372009 17:00,80
372009 18:00,77
372009 19:00,73
372009 20:00,69
372009 21:00,65
372009 22:00,63
372009 23:00,63
382009 0:00,62
382009 1:00,60
382009 2:00,59
382009 3:00,58
382009 4:00,57
382009 5:00,58
382009 6:00,56
382009 7:00,55
382009 8:00,55
382009 9:00,57
382009 10:00,63
382009 11:00,70
382009 12:00,73
382009 13:00,76
382009 14:00,77
382009 15:00,80
382009 16:00,80
382009 17:00,80
382009 18:00,79
382009 19:00,75
382009 20:00,72
382009 21:00,71
382009 22:00,68
382009 23:00,69
392009 0:00,68
392009 1:00,68
392009 2:00,67
392009 3:00,66
392009 4:00,65
392009 5:00,63
392009 6:00,63
392009 7:00,64
392009 8:00,62
392009 9:00,64
392009 10:00,69
392009 11:00,74
392009 12:00,77
392009 13:00,81
392009 14:00,82
392009 15:00,83
392009 16:00,83
392009 17:00,84
392009 18:00,83
392009 19:00,78
392009 20:00,67
392009 21:00,60
392009 22:00,57
392009 23:00,54
3102009 0:00,51
3102009 1:00,49
3102009 2:00,49
3102009 3:00,50
3102009 4:00,51
3102009 5:00,59
3102009 6:00,57
3102009 7:00,54
3102009 8:00,52
3102009 9:00,54
3102009 10:00,57
3102009 11:00,60
3102009 12:00,62
3102009 13:00,65
3102009 14:00,70
3102009 15:00,70
3102009 16:00,72
3102009 17:00,72
3102009 18:00,71
3102009 19:00,69
3102009 20:00,62
3102009 21:00,61
3102009 22:00,63
3102009 23:00,64
3112009 0:00,64
3112009 1:00,64
3112009 2:00,64
3112009 3:00,64
3112009 4:00,63
3112009 5:00,63
3112009 6:00,62
3112009 7:00,62
3112009 8:00,62
3112009 9:00,63
3112009 10:00,65
3112009 11:00,70
3112009 12:00,74
3112009 13:00,79
3112009 14:00,81
3112009 15:00,81
3112009 16:00,80
3112009 17:00,80
3112009 18:00,79
3112009 19:00,79
3112009 20:00,72
3112009 21:00,72
3112009 22:00,70
3112009 23:00,66
3122009 0:00,62
3122009 1:00,58
3122009 2:00,55
3122009 3:00,56
3122009 4:00,56
3122009 5:00,55
3122009 6:00,54
3122009 7:00,51
3122009 8:00,50
3122009 9:00,52
3122009 10:00,55
3122009 11:00,56
3122009 12:00,60
3122009 13:00,61
3122009 14:00,63
3122009 15:00,64
3122009 16:00,63
3122009 17:00,62
3122009 18:00,61
3122009 19:00,58
3122009 20:00,56
3122009 21:00,54
3122009 22:00,52
3122009 23:00,50
3132009 0:00,50
3132009 1:00,48
3132009 2:00,48
3132009 3:00,48
3132009 4:00,48
3132009 5:00,48
3132009 6:00,48
3132009 7:00,47
3132009 8:00,43
3132009 9:00,42
3132009 10:00,41
3132009 11:00,40
3132009 12:00,39
3132009 13:00,39
3132009 14:00,41
3132009 15:00,40
3132009 16:00,41
3132009 17:00,41
3132009 18:00,41
3132009 19:00,41
3132009 20:00,41
3132009 21:00,41
3132009 22:00,41
3132009 23:00,41
3142009 0:00,41
3142009 1:00,40
3142009 2:00,40
3142009 3:00,39
3142009 4:00,40
3142009 5:00,39
3142009 6:00,39
3142009 7:00,39
3142009 8:00,39
3142009 9:00,39
3142009 10:00,40
3142009 11:00,40
3142009 12:00,41
3142009 13:00,41
3142009 14:00,41
3142009 15:00,42
3142009 16:00,42
3142009 17:00,43
3142009 18:00,43
3142009 19:00,42
3142009 20:00,43
3142009 21:00,43
3142009 22:00,43
3142009 23:00,43
3152009 0:00,43
3152009 1:00,43
3152009 2:00,43
3152009 3:00,43
3152009 4:00,43
3152009 5:00,43
3152009 6:00,43
3152009 7:00,43
3152009 8:00,44
3152009 9:00,45
3152009 10:00,45
3152009 11:00,46
3152009 12:00,46
3152009 13:00,48
3152009 14:00,48
3152009 15:00,48
3152009 16:00,48
3152009 17:00,48
3152009 18:00,48
3152009 19:00,49
3152009 20:00,49
3152009 21:00,49
3152009 22:00,49
3152009 23:00,49
3162009 0:00,49
3162009 1:00,50
3162009 2:00,50
3162009 3:00,50
3162009 4:00,50
3162009 5:00,49
3162009 6:00,50
3162009 7:00,48
3162009 8:00,48
3162009 9:00,48
3162009 10:00,48
3162009 11:00,48
3162009 12:00,50
3162009 13:00,50
3162009 14:00,52
3162009 15:00,52
3162009 16:00,52
3162009 17:00,52
3162009 18:00,52
3162009 19:00,52
3162009 20:00,52
3162009 21:00,52
3162009 22:00,50
3162009 23:00,50
3172009 0:00,50
3172009 1:00,50
3172009 2:00,50
3172009 3:00,50
3172009 4:00,50
3172009 5:00,49
3172009 6:00,48
3172009 7:00,48
3172009 8:00,47
3172009 9:00,48
3172009 10:00,48
3172009 11:00,49
3172009 12:00,51
3172009 13:00,53
3172009 14:00,54
3172009 15:00,55
3172009 16:00,57
3172009 17:00,59
3172009 18:00,58
3172009 19:00,58
3172009 20:00,51
3172009 21:00,47
3172009 22:00,45
3172009 23:00,43
3182009 0:00,41
3182009 1:00,39
3182009 2:00,41
3182009 3:00,39
3182009 4:00,37
3182009 5:00,37
3182009 6:00,41
3182009 7:00,41
3182009 8:00,43
3182009 9:00,43
3182009 10:00,45
3182009 11:00,45
3182009 12:00,46
3182009 13:00,50
3182009 14:00,54
3182009 15:00,59
3182009 16:00,63
3182009 17:00,64
3182009 18:00,65
3182009 19:00,62
3182009 20:00,57
3182009 21:00,51
3182009 22:00,48
3182009 23:00,47
3192009 0:00,45
3192009 1:00,43
3192009 2:00,43
3192009 3:00,41
3192009 4:00,39
3192009 5:00,37
3192009 6:00,37
3192009 7:00,36
3192009 8:00,37
3192009 9:00,46
3192009 10:00,56
3192009 11:00,63
3192009 12:00,67
3192009 13:00,69
3192009 14:00,72
3192009 15:00,73
3192009 16:00,74
3192009 17:00,74
3192009 18:00,74
3192009 19:00,71
3192009 20:00,63
3192009 21:00,59
3192009 22:00,55
3192009 23:00,52
3202009 0:00,49
3202009 1:00,49
3202009 2:00,48
3202009 3:00,48
3202009 4:00,48
3202009 5:00,46
3202009 6:00,45
3202009 7:00,43
3202009 8:00,41
3202009 9:00,46
3202009 10:00,50
3202009 11:00,54
3202009 12:00,56
3202009 13:00,59
3202009 14:00,59
3202009 15:00,60
3202009 16:00,61
3202009 17:00,61
3202009 18:00,61
3202009 19:00,58
3202009 20:00,50
3202009 21:00,44
3202009 22:00,40
3202009 23:00,39
3212009 0:00,34
3212009 1:00,35
3212009 2:00,35
3212009 3:00,35
3212009 4:00,35
3212009 5:00,34
3212009 6:00,32
3212009 7:00,35
3212009 8:00,38
3212009 9:00,41
3212009 10:00,44
3212009 11:00,46
3212009 12:00,49
3212009 13:00,51
3212009 14:00,53
3212009 15:00,55
3212009 16:00,57
3212009 17:00,57
3212009 18:00,57
3212009 19:00,56
3212009 20:00,49
3212009 21:00,45
3212009 22:00,44
3212009 23:00,42
3222009 0:00,38
3222009 1:00,35
3222009 2:00,34
3222009 3:00,34
3222009 4:00,33
3222009 5:00,32
3222009 6:00,32
3222009 7:00,31
3222009 8:00,31
3222009 9:00,36
3222009 10:00,45
3222009 11:00,52
3222009 12:00,57
3222009 13:00,60
3222009 14:00,62
3222009 15:00,65
3222009 16:00,66
3222009 17:00,66
3222009 18:00,66
3222009 19:00,64
3222009 20:00,53
3222009 21:00,50
3222009 22:00,56
3222009 23:00,55
3232009 0:00,51
3232009 1:00,44
3232009 2:00,51
3232009 3:00,49
3232009 4:00,47
3232009 5:00,46
3232009 6:00,40
3232009 7:00,38
3232009 8:00,38
3232009 9:00,44
3232009 10:00,48
3232009 11:00,53
3232009 12:00,58
3232009 13:00,63
3232009 14:00,68
3232009 15:00,69
3232009 16:00,70
3232009 17:00,70
3232009 18:00,70
3232009 19:00,65
3232009 20:00,57
3232009 21:00,54
3232009 22:00,58
3232009 23:00,57
3242009 0:00,55
3242009 1:00,54
3242009 2:00,52
3242009 3:00,45
3242009 4:00,44
3242009 5:00,40
3242009 6:00,43
3242009 7:00,46
3242009 8:00,46
3242009 9:00,48
3242009 10:00,51
3242009 11:00,53
3242009 12:00,54
3242009 13:00,57
3242009 14:00,60
3242009 15:00,61
3242009 16:00,63
3242009 17:00,63
3242009 18:00,62
3242009 19:00,59
3242009 20:00,55
3242009 21:00,53
3242009 22:00,51
3242009 23:00,51
3252009 0:00,50
3252009 1:00,50
3252009 2:00,49
3252009 3:00,47
3252009 4:00,46
3252009 5:00,45
3252009 6:00,45
3252009 7:00,44
3252009 8:00,44
3252009 9:00,44
3252009 10:00,45
3252009 11:00,46
3252009 12:00,46
3252009 13:00,45
3252009 14:00,46
3252009 15:00,48
3252009 16:00,51
3252009 17:00,51
3252009 18:00,51
3252009 19:00,50
3252009 20:00,46
3252009 21:00,45
3252009 22:00,43
3252009 23:00,43
3262009 0:00,42
3262009 1:00,43
3262009 2:00,43
3262009 3:00,43
3262009 4:00,45
3262009 5:00,45
3262009 6:00,45
3262009 7:00,46
3262009 8:00,46
3262009 9:00,46
3262009 10:00,48
3262009 11:00,49
3262009 12:00,50
3262009 13:00,51
3262009 14:00,51
3262009 15:00,52
3262009 16:00,53
3262009 17:00,54
3262009 18:00,54
3262009 19:00,55
3262009 20:00,56
3262009 21:00,57
3262009 22:00,57
3262009 23:00,58
3272009 0:00,55
3272009 1:00,54
3272009 2:00,52
3272009 3:00,53
3272009 4:00,54
3272009 5:00,55
3272009 6:00,55
3272009 7:00,55
3272009 8:00,55
3272009 9:00,57
3272009 10:00,61
3272009 11:00,63
3272009 12:00,64
3272009 13:00,65
3272009 14:00,64
3272009 15:00,64
3272009 16:00,64
3272009 17:00,65
3272009 18:00,65
3272009 19:00,64
3272009 20:00,64
3272009 21:00,64
3272009 22:00,64
3272009 23:00,64
3282009 0:00,64
3282009 1:00,64
3282009 2:00,63
3282009 3:00,61
3282009 4:00,62
3282009 5:00,61
3282009 6:00,61
3282009 7:00,61
3282009 8:00,61
3282009 9:00,62
3282009 10:00,63
3282009 11:00,65
3282009 12:00,65
3282009 13:00,65
3282009 14:00,64
3282009 15:00,64
3282009 16:00,64
3282009 17:00,64
3282009 18:00,63
3282009 19:00,63
3282009 20:00,63
3282009 21:00,63
3282009 22:00,63
3282009 23:00,61
3292009 0:00,59
3292009 1:00,57
3292009 2:00,61
3292009 3:00,63
3292009 4:00,65
3292009 5:00,66
3292009 6:00,65
3292009 7:00,64
3292009 8:00,64
3292009 9:00,65
3292009 10:00,67
3292009 11:00,68
3292009 12:00,67
3292009 13:00,66
3292009 14:00,67
3292009 15:00,67
3292009 16:00,67
3292009 17:00,66
3292009 18:00,62
3292009 19:00,59
3292009 20:00,56
3292009 21:00,54
3292009 22:00,53
3292009 23:00,51
3302009 0:00,49
3302009 1:00,47
3302009 2:00,46
3302009 3:00,44
3302009 4:00,43
3302009 5:00,41
3302009 6:00,40
3302009 7:00,38
3302009 8:00,40
3302009 9:00,47
3302009 10:00,53
3302009 11:00,56
3302009 12:00,59
3302009 13:00,62
3302009 14:00,64
3302009 15:00,65
3302009 16:00,66
3302009 17:00,66
3302009 18:00,66
3302009 19:00,64
3302009 20:00,56
3302009 21:00,54
3302009 22:00,51
3302009 23:00,49
3312009 0:00,48
3312009 1:00,46
3312009 2:00,45
3312009 3:00,43
3312009 4:00,40
3312009 5:00,37
3312009 6:00,37
3312009 7:00,36
3312009 8:00,39
3312009 9:00,46
3312009 10:00,51
3312009 11:00,58
3312009 12:00,66
3312009 13:00,67
3312009 14:00,68
3312009 15:00,69
3312009 16:00,69
3312009 17:00,69
3312009 18:00,68
3312009 19:00,65
3312009 20:00,61
3312009 21:00,59
3312009 22:00,62
3312009 23:00,60
412009 0:00,60
412009 1:00,60
412009 2:00,58
412009 3:00,58
412009 4:00,58
412009 5:00,58
412009 6:00,58
412009 7:00,58
412009 8:00,57
412009 9:00,58
412009 10:00,60
412009 11:00,61
412009 12:00,61
412009 13:00,63
412009 14:00,65
412009 15:00,68
412009 16:00,69
412009 17:00,69
412009 18:00,70
412009 19:00,68
412009 20:00,66
412009 21:00,65
412009 22:00,64
412009 23:00,64
422009 0:00,63
422009 1:00,63
422009 2:00,63
422009 3:00,62
422009 4:00,62
422009 5:00,61
422009 6:00,61
422009 7:00,61
422009 8:00,61
422009 9:00,61
422009 10:00,61
422009 11:00,61
422009 12:00,63
422009 13:00,64
422009 14:00,64
422009 15:00,63
422009 16:00,63
422009 17:00,63
422009 18:00,63
422009 19:00,63
422009 20:00,63
422009 21:00,63
422009 22:00,63
422009 23:00,63
432009 0:00,63
432009 1:00,63
432009 2:00,63
432009 3:00,63
432009 4:00,64
432009 5:00,64
432009 6:00,64
432009 7:00,64
432009 8:00,64
432009 9:00,64
432009 10:00,65
432009 11:00,65
432009 12:00,68
432009 13:00,70
432009 14:00,71
432009 15:00,71
432009 16:00,71
432009 17:00,71
432009 18:00,71
432009 19:00,71
432009 20:00,66
432009 21:00,63
432009 22:00,60
432009 23:00,57
442009 0:00,55
442009 1:00,53
442009 2:00,51
442009 3:00,48
442009 4:00,46
442009 5:00,44
442009 6:00,41
442009 7:00,39
442009 8:00,43
442009 9:00,50
442009 10:00,57
442009 11:00,62
442009 12:00,64
442009 13:00,68
442009 14:00,70
442009 15:00,72
442009 16:00,73
442009 17:00,74
442009 18:00,75
442009 19:00,71
442009 20:00,64
442009 21:00,61
442009 22:00,58
442009 23:00,58
452009 0:00,55
452009 1:00,51
452009 2:00,47
452009 3:00,47
452009 4:00,46
452009 5:00,44
452009 6:00,43
452009 7:00,43
452009 8:00,48
452009 9:00,55
452009 10:00,62
452009 11:00,72
452009 12:00,77
452009 13:00,79
452009 14:00,79
452009 15:00,80
452009 16:00,80
452009 17:00,77
452009 18:00,76
452009 19:00,73
452009 20:00,70
452009 21:00,67
452009 22:00,66
452009 23:00,64
462009 0:00,64
462009 1:00,63
462009 2:00,63
462009 3:00,64
462009 4:00,64
462009 5:00,65
462009 6:00,65
462009 7:00,66
462009 8:00,66
462009 9:00,68
462009 10:00,68
462009 11:00,70
462009 12:00,74
462009 13:00,73
462009 14:00,73
462009 15:00,72
462009 16:00,66
462009 17:00,64
462009 18:00,60
462009 19:00,59
462009 20:00,57
462009 21:00,54
462009 22:00,52
462009 23:00,50
472009 0:00,47
472009 1:00,46
472009 2:00,44
472009 3:00,42
472009 4:00,41
472009 5:00,42
472009 6:00,42
472009 7:00,43
472009 8:00,44
472009 9:00,46
472009 10:00,48
472009 11:00,48
472009 12:00,50
472009 13:00,49
472009 14:00,51
472009 15:00,53
472009 16:00,50
472009 17:00,51
472009 18:00,49
472009 19:00,49
472009 20:00,47
472009 21:00,45
472009 22:00,43
472009 23:00,43
482009 0:00,40
482009 1:00,37
482009 2:00,34
482009 3:00,34
482009 4:00,33
482009 5:00,33
482009 6:00,33
482009 7:00,33
482009 8:00,35
482009 9:00,42
482009 10:00,49
482009 11:00,51
482009 12:00,53
482009 13:00,55
482009 14:00,58
482009 15:00,60
482009 16:00,60
482009 17:00,61
482009 18:00,61
482009 19:00,61
482009 20:00,57
482009 21:00,55
482009 22:00,54
482009 23:00,55
492009 0:00,55
492009 1:00,53
492009 2:00,50
492009 3:00,48
492009 4:00,46
492009 5:00,47
492009 6:00,47
492009 7:00,46
492009 8:00,46
492009 9:00,54
492009 10:00,59
492009 11:00,63
492009 12:00,64
492009 13:00,67
492009 14:00,69
492009 15:00,69
492009 16:00,69
492009 17:00,70
492009 18:00,70
492009 19:00,71
492009 20:00,62
492009 21:00,58
492009 22:00,56
492009 23:00,60
4102009 0:00,60
4102009 1:00,60
4102009 2:00,60
4102009 3:00,56
4102009 4:00,58
4102009 5:00,58
4102009 6:00,58
4102009 7:00,58
4102009 8:00,59
4102009 9:00,62
4102009 10:00,67
4102009 11:00,70
4102009 12:00,71
4102009 13:00,71
4102009 14:00,71
4102009 15:00,68
4102009 16:00,67
4102009 17:00,67
4102009 18:00,67
4102009 19:00,65
4102009 20:00,65
4102009 21:00,71
4102009 22:00,64
4102009 23:00,59
4112009 0:00,58
4112009 1:00,58
4112009 2:00,58
4112009 3:00,59
4112009 4:00,59
4112009 5:00,59
4112009 6:00,59
4112009 7:00,57
4112009 8:00,58
4112009 9:00,61
4112009 10:00,64
4112009 11:00,68
4112009 12:00,69
4112009 13:00,70
4112009 14:00,71
4112009 15:00,70
4112009 16:00,73
4112009 17:00,70
4112009 18:00,69
4112009 19:00,67
4112009 20:00,62
4112009 21:00,58
4112009 22:00,58
4112009 23:00,57
4122009 0:00,54
4122009 1:00,48
4122009 2:00,45
4122009 3:00,43
4122009 4:00,40
4122009 5:00,39
4122009 6:00,37
4122009 7:00,37
4122009 8:00,43
4122009 9:00,49
4122009 10:00,54
4122009 11:00,57
4122009 12:00,58
4122009 13:00,61
4122009 14:00,62
4122009 15:00,64
4122009 16:00,65
4122009 17:00,66
4122009 18:00,66
4122009 19:00,65
4122009 20:00,57
4122009 21:00,50
4122009 22:00,47
4122009 23:00,46
4132009 0:00,45
4132009 1:00,46
4132009 2:00,47
4132009 3:00,46
4132009 4:00,49
4132009 5:00,49
4132009 6:00,48
4132009 7:00,48
4132009 8:00,49
4132009 9:00,52
4132009 10:00,55
4132009 11:00,58
4132009 12:00,59
4132009 13:00,60
4132009 14:00,60
4132009 15:00,61
4132009 16:00,61
4132009 17:00,59
4132009 18:00,56
4132009 19:00,56
4132009 20:00,56
4132009 21:00,57
4132009 22:00,64
4132009 23:00,64
4142009 0:00,64
4142009 1:00,64
4142009 2:00,62
4142009 3:00,63
4142009 4:00,63
4142009 5:00,63
4142009 6:00,63
4142009 7:00,63
4142009 8:00,63
4142009 9:00,64
4142009 10:00,67
4142009 11:00,63
4142009 12:00,65
4142009 13:00,69
4142009 14:00,68
4142009 15:00,62
4142009 16:00,66
4142009 17:00,67
4142009 18:00,67
4142009 19:00,66
4142009 20:00,64
4142009 21:00,64
4142009 22:00,64
4142009 23:00,61
4152009 0:00,61
4152009 1:00,59
4152009 2:00,58
4152009 3:00,58
4152009 4:00,56
4152009 5:00,56
4152009 6:00,55
4152009 7:00,54
4152009 8:00,56
4152009 9:00,60
4152009 10:00,62
4152009 11:00,64
4152009 12:00,64
4152009 13:00,67
4152009 14:00,66
4152009 15:00,68
4152009 16:00,68
4152009 17:00,67
4152009 18:00,67
4152009 19:00,65
4152009 20:00,62
4152009 21:00,60
4152009 22:00,59
4152009 23:00,57
4162009 0:00,56
4162009 1:00,54
4162009 2:00,52
4162009 3:00,52
4162009 4:00,49
4162009 5:00,47
4162009 6:00,45
4162009 7:00,44
4162009 8:00,46
4162009 9:00,50
4162009 10:00,53
4162009 11:00,56
4162009 12:00,59
4162009 13:00,62
4162009 14:00,64
4162009 15:00,65
4162009 16:00,67
4162009 17:00,67
4162009 18:00,67
4162009 19:00,65
4162009 20:00,59
4162009 21:00,50
4162009 22:00,47
4162009 23:00,44
4172009 0:00,42
4172009 1:00,42
4172009 2:00,41
4172009 3:00,40
4172009 4:00,37
4172009 5:00,36
4172009 6:00,36
4172009 7:00,33
4172009 8:00,38
4172009 9:00,47
4172009 10:00,54
4172009 11:00,60
4172009 12:00,64
4172009 13:00,66
4172009 14:00,68
4172009 15:00,70
4172009 16:00,71
4172009 17:00,71
4172009 18:00,71
4172009 19:00,71
4172009 20:00,63
4172009 21:00,55
4172009 22:00,54
4172009 23:00,55
4182009 0:00,53
4182009 1:00,50
4182009 2:00,47
4182009 3:00,42
4182009 4:00,40
4182009 5:00,40
4182009 6:00,38
4182009 7:00,37
4182009 8:00,44
4182009 9:00,55
4182009 10:00,62
4182009 11:00,67
4182009 12:00,71
4182009 13:00,74
4182009 14:00,76
4182009 15:00,77
4182009 16:00,78
4182009 17:00,78
4182009 18:00,77
4182009 19:00,74
4182009 20:00,69
4182009 21:00,64
4182009 22:00,62
4182009 23:00,60
4192009 0:00,61
4192009 1:00,59
4192009 2:00,53
4192009 3:00,55
4192009 4:00,55
4192009 5:00,54
4192009 6:00,53
4192009 7:00,56
4192009 8:00,57
4192009 9:00,60
4192009 10:00,66
4192009 11:00,69
4192009 12:00,69
4192009 13:00,70
4192009 14:00,69
4192009 15:00,69
4192009 16:00,69
4192009 17:00,70
4192009 18:00,69
4192009 19:00,68
4192009 20:00,65
4192009 21:00,65
4192009 22:00,64
4192009 23:00,65
4202009 0:00,64
4202009 1:00,63
4202009 2:00,63
4202009 3:00,62
4202009 4:00,61
4202009 5:00,62
4202009 6:00,59
4202009 7:00,61
4202009 8:00,62
4202009 9:00,65
4202009 10:00,67
4202009 11:00,71
4202009 12:00,71
4202009 13:00,75
4202009 14:00,77
4202009 15:00,78
4202009 16:00,79
4202009 17:00,77
4202009 18:00,76
4202009 19:00,74
4202009 20:00,70
4202009 21:00,66
4202009 22:00,65
4202009 23:00,63
4212009 0:00,60
4212009 1:00,56
4212009 2:00,52
4212009 3:00,52
4212009 4:00,50
4212009 5:00,48
4212009 6:00,48
4212009 7:00,46
4212009 8:00,51
4212009 9:00,57
4212009 10:00,63
4212009 11:00,66
4212009 12:00,69
4212009 13:00,71
4212009 14:00,69
4212009 15:00,70
4212009 16:00,72
4212009 17:00,72
4212009 18:00,72
4212009 19:00,70
4212009 20:00,67
4212009 21:00,61
4212009 22:00,55
4212009 23:00,54
4222009 0:00,58
4222009 1:00,56
4222009 2:00,57
4222009 3:00,54
4222009 4:00,52
4222009 5:00,54
4222009 6:00,51
4222009 7:00,48
4222009 8:00,50
4222009 9:00,55
4222009 10:00,58
4222009 11:00,60
4222009 12:00,61
4222009 13:00,62
4222009 14:00,64
4222009 15:00,66
4222009 16:00,67
4222009 17:00,67
4222009 18:00,68
4222009 19:00,67
4222009 20:00,61
4222009 21:00,52
4222009 22:00,48
4222009 23:00,45
4232009 0:00,43
4232009 1:00,42
4232009 2:00,41
4232009 3:00,42
4232009 4:00,38
4232009 5:00,39
4232009 6:00,38
4232009 7:00,42
4232009 8:00,50
4232009 9:00,58
4232009 10:00,66
4232009 11:00,71
4232009 12:00,74
4232009 13:00,76
4232009 14:00,77
4232009 15:00,79
4232009 16:00,80
4232009 17:00,80
4232009 18:00,79
4232009 19:00,76
4232009 20:00,65
4232009 21:00,62
4232009 22:00,60
4232009 23:00,56
4242009 0:00,54
4242009 1:00,53
4242009 2:00,51
4242009 3:00,51
4242009 4:00,51
4242009 5:00,49
4242009 6:00,49
4242009 7:00,49
4242009 8:00,55
4242009 9:00,61
4242009 10:00,68
4242009 11:00,74
4242009 12:00,80
4242009 13:00,83
4242009 14:00,87
4242009 15:00,89
4242009 16:00,90
4242009 17:00,90
4242009 18:00,89
4242009 19:00,84
4242009 20:00,79
4242009 21:00,74
4242009 22:00,74
4242009 23:00,75
4252009 0:00,73
4252009 1:00,68
4252009 2:00,65
4252009 3:00,67
4252009 4:00,66
4252009 5:00,62
4252009 6:00,59
4252009 7:00,59
4252009 8:00,65
4252009 9:00,71
4252009 10:00,76
4252009 11:00,80
4252009 12:00,83
4252009 13:00,85
4252009 14:00,87
4252009 15:00,88
4252009 16:00,89
4252009 17:00,89
4252009 18:00,88
4252009 19:00,85
4252009 20:00,80
4252009 21:00,78
4252009 22:00,76
4252009 23:00,75
4262009 0:00,73
4262009 1:00,70
4262009 2:00,68
4262009 3:00,67
4262009 4:00,65
4262009 5:00,63
4262009 6:00,59
4262009 7:00,57
4262009 8:00,63
4262009 9:00,67
4262009 10:00,72
4262009 11:00,76
4262009 12:00,79
4262009 13:00,81
4262009 14:00,83
4262009 15:00,85
4262009 16:00,86
4262009 17:00,86
4262009 18:00,85
4262009 19:00,82
4262009 20:00,76
4262009 21:00,74
4262009 22:00,71
4262009 23:00,70
4272009 0:00,70
4272009 1:00,68
4272009 2:00,66
4272009 3:00,64
4272009 4:00,63
4272009 5:00,57
4272009 6:00,55
4272009 7:00,54
4272009 8:00,61
4272009 9:00,66
4272009 10:00,71
4272009 11:00,75
4272009 12:00,79
4272009 13:00,81
4272009 14:00,84
4272009 15:00,85
4272009 16:00,85
4272009 17:00,83
4272009 18:00,83
4272009 19:00,81
4272009 20:00,76
4272009 21:00,71
4272009 22:00,69
4272009 23:00,67
4282009 0:00,64
4282009 1:00,62
4282009 2:00,61
4282009 3:00,58
4282009 4:00,53
4282009 5:00,49
4282009 6:00,47
4282009 7:00,48
4282009 8:00,55
4282009 9:00,62
4282009 10:00,70
4282009 11:00,72
4282009 12:00,75
4282009 13:00,76
4282009 14:00,78
4282009 15:00,80
4282009 16:00,82
4282009 17:00,82
4282009 18:00,81
4282009 19:00,79
4282009 20:00,74
4282009 21:00,66
4282009 22:00,63
4282009 23:00,60
4292009 0:00,58
4292009 1:00,59
4292009 2:00,62
4292009 3:00,62
4292009 4:00,61
4292009 5:00,62
4292009 6:00,60
4292009 7:00,61
4292009 8:00,61
4292009 9:00,67
4292009 10:00,71
4292009 11:00,73
4292009 12:00,75
4292009 13:00,77
4292009 14:00,78
4292009 15:00,81
4292009 16:00,80
4292009 17:00,82
4292009 18:00,82
4292009 19:00,79
4292009 20:00,75
4292009 21:00,72
4292009 22:00,71
4292009 23:00,69
4302009 0:00,68
4302009 1:00,61
4302009 2:00,62
4302009 3:00,62
4302009 4:00,60
4302009 5:00,58
4302009 6:00,55
4302009 7:00,55
4302009 8:00,57
4302009 9:00,58
4302009 10:00,61
4302009 11:00,64
4302009 12:00,70
4302009 13:00,73
4302009 14:00,77
4302009 15:00,78
4302009 16:00,80
4302009 17:00,79
4302009 18:00,77
4302009 19:00,76
4302009 20:00,73
4302009 21:00,71
4302009 22:00,71
4302009 23:00,70
512009 0:00,69
512009 1:00,68
